CustomerID,TelecomCompany,Region,Age,Gender,ContractType,ContractDuration,TenureMonths,MonthlyCharges,DataUsageGB,CallDurationMinutes,ComplaintsFiled,CustomerSupportCalls,PaymentMethod,InternetService,AdditionalServices,DiscountOfferUsed,BillingIssuesReported,Churn
2107,Halotel,Zanzibar,59,Female,Prepaid,24 Months,12,42022.94,12.64,3173,4,2,Mobile Money,Mobile Data,None,No,2,No
358,Halotel,Dodoma,51,Female,Prepaid,6 Months,16,28741.47,82.02,1813,0,2,Cash,DSL,None,Yes,2,Yes
8979,Vodacom,Arusha,27,Female,Prepaid,12 Months,55,47922.37,35.28,551,4,4,Credit Card,DSL,Cloud Storage,No,2,No
5401,Vodacom,Tanga,21,Male,Prepaid,24 Months,35,11282.01,14.52,2491,3,2,Credit Card,Mobile Data,None,Yes,0,No
170,Vodacom,Arusha,40,Female,Prepaid,1 Month,9,13505.16,92.53,4423,5,5,Cash,DSL,VPN,No,0,Yes
9536,Vodacom,Arusha,64,Male,Prepaid,1 Month,19,9515.26,73.7,3016,6,6,Credit Card,Mobile Data,VPN,No,2,No
11513,Halotel,Manyara,52,Male,Prepaid,1 Month,32,34068.0,58.28,4164,3,0,Mobile Money,Mobile Data,VPN,No,0,No
5074,Tigo,Tanga,52,Female,Postpaid,6 Months,49,35278.09,82.7,1890,2,1,Cash,None,Streaming,No,2,No
6476,Vodacom,Mbeya,40,Male,Postpaid,24 Months,55,17520.93,54.79,1872,0,6,Credit Card,Mobile Data,None,Yes,0,No
3614,Halotel,Dodoma,40,Female,Prepaid,1 Month,8,12063.75,6.86,3192,0,9,Mobile Money,None,Cloud Storage,Yes,2,No
1815,Halotel,Dar es Salaam,43,Male,Postpaid,6 Months,14,12603.81,56.24,4432,7,4,Credit Card,None,Streaming,No,1,Yes
5826,Tigo,Mwanza,66,Male,Prepaid,12 Months,28,42742.12,35.2,2404,9,4,Bank Transfer,Mobile Data,Cloud Storage,Yes,2,No
3292,Halotel,Mwanza,64,Female,Postpaid,24 Months,17,7514.49,4.48,1932,7,7,Bank Transfer,DSL,Cloud Storage,Yes,2,No
1929,Airtel,Arusha,36,Female,Prepaid,24 Months,37,25678.04,56.68,908,3,8,Credit Card,None,Cloud Storage,No,1,No
3140,Halotel,Mbeya,50,Female,Prepaid,12 Months,1,12754.59,52.01,411,5,2,Cash,Mobile Data,Cloud Storage,No,2,No
2061,Tigo,Dar es Salaam,31,Male,Postpaid,24 Months,21,14620.23,69.86,898,4,0,Cash,Mobile Data,None,No,0,No
6196,Halotel,Mwanza,67,Male,Postpaid,1 Month,9,18477.62,76.81,1980,3,8,Bank Transfer,Mobile Data,None,Yes,2,No
1566,Tigo,Dar es Salaam,43,Male,Postpaid,6 Months,29,27614.69,4.82,4970,1,3,Credit Card,None,Streaming,No,1,No
5790,Vodacom,Tanga,59,Female,Postpaid,6 Months,41,15671.38,58.09,1760,4,9,Mobile Money,Mobile Data,VPN,No,2,Yes
1425,Tigo,Dodoma,56,Female,Prepaid,6 Months,59,18473.7,4.6,1977,7,4,Mobile Money,DSL,Streaming,No,0,No
10129,Vodacom,Singida,49,Female,Postpaid,6 Months,53,25035.32,91.39,885,9,2,Bank Transfer,None,VPN,Yes,2,No
12053,Airtel,Songwe,46,Female,Postpaid,12 Months,43,31353.92,25.7,709,4,5,Bank Transfer,Mobile Data,Cloud Storage,Yes,4,Yes
7234,Halotel,Mbeya,25,Male,Postpaid,6 Months,45,45386.51,1.25,1720,6,7,Bank Transfer,None,Cloud Storage,No,1,Yes
6917,Halotel,Dodoma,53,Female,Postpaid,24 Months,4,13890.02,6.94,1229,4,1,Bank Transfer,Fiber,VPN,No,2,No
1539,Halotel,Arusha,24,Male,Postpaid,1 Month,28,39902.06,65.46,3937,3,3,Credit Card,Fiber,Cloud Storage,No,1,Yes
3708,Tigo,Dar es Salaam,39,Male,Postpaid,12 Months,44,43746.26,13.22,152,2,2,Cash,None,None,Yes,1,Yes
174,Tigo,Dodoma,56,Male,Prepaid,24 Months,25,49500.58,23.29,2688,2,8,Bank Transfer,Mobile Data,Cloud Storage,No,0,No
752,Tigo,Arusha,42,Female,Postpaid,6 Months,36,16198.96,92.95,1000,2,9,Mobile Money,Mobile Data,Cloud Storage,No,0,Yes
4478,Halotel,Tanga,54,Male,Prepaid,6 Months,59,22607.36,90.23,4816,9,9,Bank Transfer,Mobile Data,None,Yes,2,Yes
3512,Airtel,Mbeya,46,Female,Postpaid,24 Months,28,41618.12,43.05,3268,5,3,Credit Card,Fiber,Streaming,No,1,No
11461,Halotel,Pwani,57,Male,Prepaid,6 Months,19,27133.64,68.87,1848,3,4,Credit Card,Mobile Data,None,Yes,4,Yes
8279,Halotel,Mwanza,39,Female,Postpaid,1 Month,22,18972.04,37.12,4694,5,9,Mobile Money,Mobile Data,VPN,No,1,No
2206,Halotel,Dodoma,60,Male,Postpaid,1 Month,19,37999.48,25.73,871,8,9,Cash,Fiber,Streaming,No,2,No
9590,Vodacom,Dar es Salaam,67,Female,Prepaid,24 Months,24,11775.23,59.76,4294,4,9,Bank Transfer,Mobile Data,Streaming,No,0,No
3127,Airtel,Tanga,60,Female,Postpaid,24 Months,9,22651.93,41.63,1878,7,4,Mobile Money,Fiber,None,Yes,0,No
10489,Vodacom,Lindi,58,Female,Postpaid,1 Month,6,13671.97,9.48,1872,7,4,Mobile Money,Mobile Data,VPN,No,0,No
6598,Airtel,Dodoma,25,Male,Postpaid,1 Month,51,35950.3,70.17,1575,8,6,Bank Transfer,None,None,No,1,No
5229,Halotel,Mwanza,66,Female,Postpaid,12 Months,1,22640.49,97.75,3256,0,2,Bank Transfer,None,VPN,No,1,No
2935,Halotel,Dar es Salaam,68,Male,Postpaid,6 Months,28,36350.82,8.95,2771,7,4,Mobile Money,Fiber,Cloud Storage,Yes,2,No
1322,Tigo,Tanga,45,Male,Postpaid,6 Months,6,49317.26,16.98,1423,9,7,Bank Transfer,None,Cloud Storage,No,1,No
5218,Halotel,Tanga,38,Male,Prepaid,24 Months,11,31883.31,50.31,1301,7,0,Mobile Money,Mobile Data,None,No,1,No
5501,Halotel,Tanga,37,Female,Postpaid,24 Months,12,38233.93,31.13,2155,8,8,Credit Card,DSL,VPN,No,1,No
573,Tigo,Mbeya,47,Male,Prepaid,6 Months,57,31165.85,88.28,2889,7,1,Cash,None,VPN,No,0,Yes
8305,Airtel,Mbeya,67,Male,Postpaid,12 Months,43,31663.65,70.56,4951,4,0,Credit Card,DSL,None,No,1,No
1491,Halotel,Arusha,50,Female,Prepaid,12 Months,3,43494.67,36.24,1795,8,5,Credit Card,Fiber,Streaming,Yes,0,No
2520,Airtel,Zanzibar,64,Female,Prepaid,6 Months,34,38227.22,70.77,3630,1,4,Cash,None,Cloud Storage,No,1,Yes
8645,Vodacom,Tanga,21,Female,Postpaid,6 Months,43,12314.37,22.89,1916,5,3,Bank Transfer,None,VPN,No,0,No
6866,Airtel,Mbeya,69,Female,Prepaid,6 Months,47,8494.05,73.78,3363,4,6,Mobile Money,Mobile Data,Cloud Storage,Yes,1,No
5996,Halotel,Tanga,58,Male,Postpaid,12 Months,15,23313.62,71.24,700,7,5,Cash,None,None,No,2,No
9684,Vodacom,Dodoma,49,Male,Postpaid,24 Months,7,19358.98,72.13,1517,8,2,Credit Card,None,Streaming,Yes,2,No
5594,Airtel,Zanzibar,63,Male,Prepaid,24 Months,37,16738.53,72.17,1720,5,1,Credit Card,DSL,Streaming,No,0,No
7414,Tigo,Dar es Salaam,62,Female,Prepaid,24 Months,39,49139.8,6.03,4199,1,6,Cash,Fiber,Cloud Storage,No,0,No
5752,Airtel,Mbeya,51,Male,Postpaid,24 Months,38,20126.66,7.9,4492,5,3,Mobile Money,Fiber,Cloud Storage,Yes,1,No
8888,Airtel,Tanga,28,Female,Postpaid,6 Months,48,37758.71,66.26,3950,0,6,Credit Card,Fiber,Cloud Storage,No,2,No
5191,Tigo,Arusha,45,Male,Postpaid,24 Months,27,31959.45,88.36,2237,0,2,Mobile Money,DSL,Cloud Storage,No,2,No
10676,Vodacom,Rukwa,68,Female,Prepaid,24 Months,29,17958.48,8.61,4256,7,0,Credit Card,Broadband,None,Yes,0,Yes
5454,Halotel,Arusha,24,Male,Postpaid,24 Months,24,40732.85,94.88,4397,7,8,Mobile Money,Mobile Data,Streaming,No,2,Yes
8052,Airtel,Mbeya,61,Female,Postpaid,24 Months,23,31399.08,57.67,3447,9,1,Cash,Fiber,None,No,2,Yes
265,Airtel,Mwanza,52,Female,Postpaid,1 Month,11,22041.94,28.26,4771,9,4,Mobile Money,None,None,No,1,No
11356,Halotel,Ruvuma,48,Female,Postpaid,1 Month,19,41293.01,20.97,2596,7,6,Bank Transfer,Broadband,VPN,Yes,3,No
6805,Tigo,Dar es Salaam,34,Female,Prepaid,24 Months,6,6553.36,61.25,3148,8,6,Cash,Fiber,Streaming,No,2,Yes
6128,Tigo,Dar es Salaam,67,Female,Prepaid,12 Months,12,23813.11,0.77,3062,5,2,Mobile Money,Mobile Data,Cloud Storage,Yes,2,Yes
9833,Airtel,Zanzibar,31,Male,Postpaid,12 Months,50,5059.35,75.34,4817,6,7,Mobile Money,Fiber,VPN,No,0,No
3128,Airtel,Dodoma,48,Male,Postpaid,24 Months,48,15290.3,39.93,1457,4,5,Cash,Fiber,Streaming,No,1,No
2259,Halotel,Dodoma,68,Male,Prepaid,1 Month,22,18049.67,9.98,3073,6,4,Cash,Mobile Data,Cloud Storage,Yes,0,No
2367,Vodacom,Zanzibar,68,Female,Prepaid,6 Months,38,24206.6,2.28,4898,2,1,Mobile Money,Mobile Data,VPN,No,1,No
3410,Halotel,Mwanza,48,Female,Prepaid,24 Months,29,9488.13,52.78,1314,2,0,Bank Transfer,Fiber,Cloud Storage,No,1,Yes
12025,Airtel,Mtwara,36,Male,Prepaid,12 Months,12,33279.49,28.17,3292,8,2,Credit Card,Mobile Data,Streaming,No,4,Yes
6621,Tigo,Mbeya,59,Female,Postpaid,1 Month,48,18102.22,66.79,1841,2,4,Mobile Money,DSL,VPN,Yes,2,No
11567,Airtel,Mtwara,68,Male,Prepaid,24 Months,30,5350.0,33.3,627,8,4,Credit Card,Mobile Data,Cloud Storage,Yes,3,No
11821,Airtel,Pwani,21,Male,Postpaid,1 Month,41,5865.86,83.91,1490,2,9,Bank Transfer,Broadband,None,No,1,Yes
1393,Tigo,Mwanza,61,Male,Postpaid,1 Month,6,44694.53,76.74,2498,6,7,Credit Card,Mobile Data,Streaming,No,0,Yes
5737,Airtel,Dodoma,34,Female,Prepaid,24 Months,35,5799.2,40.62,1003,9,5,Cash,Fiber,VPN,Yes,2,Yes
10420,Halotel,Lindi,41,Male,Prepaid,6 Months,11,40407.07,25.78,3438,9,5,Bank Transfer,Mobile Data,Cloud Storage,Yes,0,Yes
3652,Airtel,Mwanza,58,Male,Postpaid,24 Months,2,22275.6,78.58,3379,5,1,Cash,Fiber,Streaming,No,2,Yes
4923,Airtel,Tanga,40,Male,Postpaid,12 Months,46,42112.15,15.4,212,5,3,Cash,None,Cloud Storage,No,1,No
4124,Vodacom,Dar es Salaam,42,Female,Prepaid,24 Months,31,16205.89,76.34,3167,1,4,Mobile Money,Fiber,Cloud Storage,Yes,0,No
6387,Halotel,Tanga,39,Female,Prepaid,6 Months,45,47683.74,53.33,2537,3,6,Cash,Mobile Data,None,Yes,2,No
11732,Airtel,Songwe,43,Male,Prepaid,1 Month,52,46121.01,15.89,1907,9,1,Mobile Money,Mobile Data,Cloud Storage,Yes,0,No
2536,Tigo,Dar es Salaam,19,Male,Postpaid,24 Months,42,36713.47,32.53,638,1,8,Bank Transfer,Fiber,Cloud Storage,No,2,Yes
848,Airtel,Mbeya,26,Female,Postpaid,12 Months,22,30407.52,48.76,3173,0,2,Credit Card,Mobile Data,Cloud Storage,Yes,0,No
9117,Halotel,Mwanza,21,Male,Postpaid,6 Months,13,9824.43,98.66,4864,1,6,Cash,Fiber,VPN,No,2,No
5630,Tigo,Dodoma,55,Female,Prepaid,12 Months,35,39668.31,75.78,2375,8,3,Mobile Money,DSL,Streaming,Yes,2,No
9098,Vodacom,Zanzibar,49,Male,Postpaid,24 Months,37,12534.78,16.27,3652,3,3,Credit Card,None,Cloud Storage,No,2,No
3370,Tigo,Arusha,43,Male,Prepaid,24 Months,15,43269.9,59.73,3117,4,8,Credit Card,DSL,VPN,No,1,No
1046,Halotel,Mbeya,49,Female,Prepaid,24 Months,40,45276.77,71.59,3012,3,0,Bank Transfer,Mobile Data,None,Yes,1,No
8713,Halotel,Mbeya,50,Male,Postpaid,6 Months,27,40378.67,18.23,504,1,2,Bank Transfer,Mobile Data,Streaming,No,2,Yes
3528,Airtel,Arusha,63,Male,Postpaid,6 Months,38,15625.44,74.87,3605,6,5,Bank Transfer,Mobile Data,Streaming,Yes,1,No
3414,Airtel,Arusha,42,Female,Prepaid,1 Month,31,49397.13,0.62,1455,9,5,Mobile Money,DSL,VPN,No,2,Yes
10806,Tigo,Tabora,54,Male,Prepaid,1 Month,34,12678.95,92.53,1931,0,3,Credit Card,Broadband,Cloud Storage,Yes,1,No
10421,Vodacom,Pwani,35,Female,Postpaid,12 Months,57,41553.72,76.0,455,5,5,Cash,Mobile Data,Streaming,Yes,4,No
123,Halotel,Mbeya,62,Female,Prepaid,6 Months,1,17799.32,16.65,2937,0,1,Cash,Fiber,VPN,No,2,No
9754,Tigo,Arusha,40,Female,Postpaid,24 Months,40,43261.91,46.11,934,1,4,Bank Transfer,None,Streaming,No,1,No
2749,Airtel,Zanzibar,48,Female,Prepaid,24 Months,31,6894.11,33.64,4086,8,8,Cash,DSL,Cloud Storage,Yes,2,Yes
8869,Vodacom,Arusha,28,Female,Prepaid,1 Month,13,40217.55,11.57,2688,6,4,Credit Card,Fiber,VPN,Yes,0,Yes
6519,Halotel,Mwanza,67,Male,Postpaid,24 Months,6,8491.09,65.02,3024,9,3,Credit Card,Mobile Data,Streaming,Yes,0,No
5671,Airtel,Arusha,41,Male,Postpaid,12 Months,34,33850.84,11.41,2600,4,6,Bank Transfer,Mobile Data,None,No,1,No
9579,Vodacom,Dodoma,59,Female,Postpaid,6 Months,14,24282.77,5.71,2648,3,8,Mobile Money,Mobile Data,Cloud Storage,Yes,1,Yes
3440,Halotel,Mbeya,62,Female,Prepaid,12 Months,27,6171.37,29.77,1570,8,0,Credit Card,Mobile Data,Streaming,Yes,1,No
1203,Airtel,Mbeya,64,Female,Postpaid,6 Months,58,18771.19,40.16,3925,7,0,Bank Transfer,None,Streaming,No,0,No
8147,Halotel,Mbeya,67,Female,Prepaid,12 Months,43,21023.24,29.78,4136,9,4,Mobile Money,Fiber,VPN,No,1,No
8662,Airtel,Dodoma,57,Female,Postpaid,12 Months,21,28467.03,11.36,185,6,4,Bank Transfer,None,VPN,No,0,No
1913,Vodacom,Arusha,64,Female,Postpaid,6 Months,16,28631.88,81.87,3035,0,5,Credit Card,None,Cloud Storage,No,1,No
2414,Tigo,Mbeya,55,Male,Prepaid,12 Months,34,13355.78,51.45,2733,7,3,Mobile Money,DSL,Cloud Storage,No,2,No
3255,Vodacom,Mwanza,36,Male,Postpaid,1 Month,28,38720.6,67.38,1840,5,8,Bank Transfer,Fiber,VPN,Yes,0,Yes
11354,TTCL,Zanzibar South,35,Male,Postpaid,1 Month,23,16658.39,5.5,4635,9,7,Cash,Broadband,VPN,No,2,Yes
9454,Tigo,Dodoma,60,Female,Postpaid,6 Months,3,45424.45,80.73,2436,7,9,Bank Transfer,DSL,Streaming,No,0,No
10881,Tigo,Geita,52,Female,Postpaid,6 Months,32,24877.81,72.43,3577,2,0,Mobile Money,Broadband,Cloud Storage,No,3,No
5812,Airtel,Mwanza,31,Female,Prepaid,1 Month,54,27245.58,25.07,3100,8,9,Mobile Money,None,VPN,No,1,Yes
854,Halotel,Tanga,61,Male,Prepaid,6 Months,21,33526.6,52.14,4190,5,4,Cash,DSL,Streaming,Yes,2,No
4518,Tigo,Dar es Salaam,47,Female,Postpaid,24 Months,47,10400.24,53.21,3784,1,4,Mobile Money,DSL,VPN,No,1,Yes
6043,Vodacom,Tanga,20,Female,Postpaid,24 Months,28,5407.27,71.95,2043,7,6,Cash,DSL,None,Yes,0,No
6218,Airtel,Mwanza,58,Male,Postpaid,6 Months,47,29606.53,37.33,143,8,0,Mobile Money,None,Streaming,No,1,No
1975,Airtel,Dar es Salaam,29,Male,Prepaid,12 Months,40,42448.52,49.0,4176,5,7,Cash,Fiber,VPN,No,1,No
5106,Airtel,Arusha,54,Male,Prepaid,12 Months,36,43077.71,93.14,3354,0,4,Credit Card,Mobile Data,VPN,No,1,No
7584,Vodacom,Dar es Salaam,29,Female,Postpaid,24 Months,44,16230.41,70.82,2368,1,3,Credit Card,None,None,No,2,Yes
6578,Tigo,Arusha,54,Female,Postpaid,24 Months,27,47837.48,97.59,4963,7,9,Bank Transfer,None,None,No,0,No
10809,Airtel,Mtwara,55,Male,Postpaid,6 Months,18,19516.18,81.09,1581,9,5,Bank Transfer,None,None,Yes,0,Yes
10097,Zantel,Kilimanjaro,64,Male,Postpaid,24 Months,5,40834.78,49.35,2548,1,5,Credit Card,Mobile Data,VPN,No,2,Yes
7078,Airtel,Zanzibar,58,Male,Prepaid,6 Months,59,11835.05,96.6,320,0,5,Mobile Money,DSL,None,No,1,No
9073,Tigo,Mbeya,25,Male,Postpaid,1 Month,56,41851.74,99.62,2745,7,0,Mobile Money,Mobile Data,VPN,No,1,No
5268,Vodacom,Arusha,21,Female,Postpaid,1 Month,17,42690.3,1.97,507,3,8,Credit Card,Fiber,None,Yes,1,No
12227,Zantel,Zanzibar West,60,Male,Prepaid,6 Months,33,41577.59,38.64,4397,7,5,Cash,None,Cloud Storage,Yes,1,Yes
2486,Halotel,Mwanza,56,Female,Postpaid,6 Months,13,25617.18,41.06,4019,5,7,Mobile Money,Mobile Data,VPN,No,0,No
2256,Tigo,Dodoma,42,Female,Prepaid,12 Months,25,40197.7,13.08,2286,5,4,Cash,None,VPN,No,2,No
149,Vodacom,Dodoma,25,Female,Prepaid,24 Months,11,5489.61,79.68,148,7,9,Cash,DSL,None,No,1,No
388,Halotel,Mbeya,66,Female,Prepaid,1 Month,44,44149.11,35.39,3433,2,5,Mobile Money,None,VPN,No,0,Yes
6897,Halotel,Tanga,40,Female,Prepaid,6 Months,28,15211.87,69.18,1478,1,9,Mobile Money,Mobile Data,Cloud Storage,Yes,1,No
12090,Halotel,Zanzibar North,30,Male,Postpaid,24 Months,59,44199.74,29.92,4321,1,8,Cash,None,Cloud Storage,No,3,Yes
2220,Vodacom,Zanzibar,23,Male,Prepaid,12 Months,33,38559.8,93.27,665,0,3,Credit Card,Mobile Data,None,No,0,No
11779,Tigo,Pwani,49,Female,Postpaid,6 Months,25,19839.6,73.4,2449,4,1,Credit Card,None,VPN,No,3,No
9135,Airtel,Arusha,33,Male,Postpaid,6 Months,59,24562.76,6.69,2733,8,4,Cash,None,Streaming,No,0,No
4559,Halotel,Tanga,29,Male,Postpaid,1 Month,46,19949.67,83.28,2275,0,7,Mobile Money,DSL,Streaming,No,0,No
493,Airtel,Mwanza,35,Male,Postpaid,6 Months,34,43015.01,44.97,370,0,4,Mobile Money,None,VPN,No,0,No
6221,Airtel,Tanga,21,Female,Prepaid,1 Month,14,20656.84,28.06,1880,6,1,Credit Card,Mobile Data,VPN,No,0,No
5174,Airtel,Zanzibar,24,Female,Postpaid,1 Month,37,10538.88,96.7,1660,3,8,Credit Card,DSL,VPN,No,1,No
3351,Tigo,Arusha,25,Female,Postpaid,1 Month,9,40858.13,70.38,978,0,9,Mobile Money,None,VPN,No,0,Yes
1447,Halotel,Zanzibar,62,Female,Prepaid,24 Months,3,6919.16,13.6,3138,6,2,Cash,DSL,VPN,No,2,No
10049,TTCL,Iringa,38,Male,Prepaid,6 Months,23,8694.0,8.18,2280,8,1,Credit Card,None,None,No,3,Yes
1015,Tigo,Dodoma,50,Male,Postpaid,6 Months,18,20649.38,55.08,2522,7,4,Cash,None,Streaming,No,0,No
4658,Tigo,Zanzibar,52,Female,Postpaid,6 Months,58,28249.32,66.94,1663,1,2,Cash,Mobile Data,None,No,1,Yes
8040,Airtel,Tanga,56,Female,Prepaid,6 Months,56,6682.78,36.49,419,2,9,Bank Transfer,Mobile Data,VPN,No,0,No
11514,Vodacom,Kilimanjaro,33,Male,Postpaid,1 Month,54,8109.6,17.28,3543,0,1,Mobile Money,None,VPN,No,4,Yes
5674,Vodacom,Dodoma,27,Male,Prepaid,12 Months,7,44751.48,19.77,4792,3,2,Mobile Money,DSL,Streaming,No,1,No
6770,Tigo,Tanga,61,Female,Postpaid,1 Month,38,25778.18,19.73,1342,2,3,Mobile Money,DSL,Cloud Storage,No,0,No
6045,Tigo,Mwanza,35,Female,Postpaid,1 Month,23,35961.81,81.69,4953,5,1,Credit Card,Mobile Data,VPN,No,2,No
7574,Halotel,Tanga,34,Male,Prepaid,6 Months,41,45705.63,19.58,3359,8,1,Cash,None,Streaming,No,2,No
2051,Vodacom,Arusha,32,Female,Postpaid,1 Month,34,17172.09,93.75,1965,5,4,Bank Transfer,Mobile Data,None,Yes,2,No
6888,Airtel,Mbeya,64,Female,Prepaid,6 Months,29,23628.41,86.4,2553,3,3,Mobile Money,None,None,Yes,0,Yes
8963,Airtel,Zanzibar,18,Male,Prepaid,12 Months,36,14071.96,35.87,454,9,8,Bank Transfer,DSL,Streaming,Yes,1,No
642,Tigo,Zanzibar,50,Female,Prepaid,6 Months,21,34233.48,92.23,2327,2,5,Credit Card,None,Streaming,No,2,Yes
4759,Airtel,Mwanza,59,Female,Prepaid,1 Month,42,30619.63,73.78,1820,0,3,Mobile Money,None,Streaming,No,1,No
10164,Halotel,Iringa,51,Female,Prepaid,24 Months,44,15044.44,12.48,1562,0,4,Bank Transfer,Mobile Data,Streaming,Yes,1,No
4383,Airtel,Arusha,41,Male,Postpaid,6 Months,20,45969.63,0.57,3753,9,9,Mobile Money,Fiber,Cloud Storage,No,2,No
2875,Vodacom,Dar es Salaam,33,Female,Prepaid,1 Month,9,28065.05,77.14,2552,0,7,Cash,Mobile Data,Cloud Storage,Yes,2,Yes
4780,Halotel,Dar es Salaam,37,Male,Postpaid,1 Month,32,28737.65,25.76,4199,8,0,Credit Card,DSL,None,No,2,No
5508,Vodacom,Zanzibar,34,Male,Prepaid,12 Months,28,21127.25,53.12,1804,7,4,Cash,Fiber,Streaming,No,2,Yes
3620,Vodacom,Tanga,44,Female,Prepaid,6 Months,39,45091.54,5.46,2962,2,3,Bank Transfer,None,None,No,2,Yes
2365,Airtel,Zanzibar,43,Female,Postpaid,24 Months,2,30593.51,52.77,195,9,3,Cash,Fiber,Streaming,No,1,No
4170,Halotel,Tanga,42,Female,Prepaid,24 Months,33,17951.64,71.28,4529,2,4,Bank Transfer,None,Cloud Storage,Yes,2,No
12419,Zantel,Mara,22,Female,Prepaid,12 Months,44,41806.82,58.02,1972,8,4,Mobile Money,Broadband,Streaming,Yes,0,No
1770,Airtel,Dar es Salaam,46,Male,Prepaid,12 Months,56,20166.12,27.05,1698,2,5,Credit Card,Mobile Data,Streaming,Yes,1,No
1445,Halotel,Tanga,51,Female,Prepaid,24 Months,56,8774.67,78.3,1715,2,4,Credit Card,Mobile Data,VPN,No,2,No
8851,Tigo,Arusha,38,Female,Postpaid,1 Month,26,30258.26,43.03,2935,2,2,Cash,Mobile Data,Streaming,No,2,No
1879,Halotel,Mbeya,37,Male,Prepaid,12 Months,30,43827.95,33.6,3362,0,9,Bank Transfer,Fiber,None,No,1,No
7664,Vodacom,Dar es Salaam,31,Male,Prepaid,6 Months,33,48441.26,68.53,1544,4,2,Mobile Money,None,None,Yes,1,No
1021,Vodacom,Zanzibar,18,Male,Prepaid,12 Months,17,36851.54,88.8,3855,7,7,Cash,Mobile Data,Cloud Storage,No,0,No
10927,Zantel,Katavi,39,Female,Prepaid,12 Months,40,20264.59,49.4,170,7,1,Credit Card,None,None,No,1,No
8822,Airtel,Tanga,26,Female,Postpaid,1 Month,20,27953.77,51.5,1969,0,8,Credit Card,Fiber,None,No,1,No
660,Tigo,Tanga,57,Male,Postpaid,24 Months,17,6744.8,91.58,4937,7,4,Mobile Money,Fiber,Cloud Storage,No,0,No
11900,TTCL,Katavi,29,Male,Prepaid,1 Month,35,45045.23,77.89,3431,3,5,Bank Transfer,Mobile Data,Cloud Storage,Yes,1,No
6788,Vodacom,Dodoma,68,Female,Prepaid,24 Months,20,14186.57,78.14,3073,7,5,Cash,Mobile Data,Cloud Storage,No,1,No
5579,Tigo,Mwanza,19,Female,Prepaid,24 Months,46,37966.07,61.24,2240,5,1,Cash,None,None,Yes,1,Yes
5769,Airtel,Dar es Salaam,51,Female,Prepaid,6 Months,21,28094.67,52.79,2048,8,3,Credit Card,None,Streaming,No,1,No
2712,Airtel,Dar es Salaam,19,Female,Prepaid,6 Months,38,34486.55,11.99,365,9,1,Mobile Money,DSL,Streaming,No,1,Yes
3785,Halotel,Mwanza,34,Male,Postpaid,12 Months,30,18897.36,41.21,771,2,8,Cash,None,Cloud Storage,No,0,No
8605,Vodacom,Mwanza,19,Male,Postpaid,24 Months,23,46754.75,90.66,2906,2,0,Credit Card,DSL,None,No,1,Yes
2585,Vodacom,Dar es Salaam,38,Male,Postpaid,6 Months,45,28406.24,90.61,434,7,1,Credit Card,None,None,No,1,No
5022,Tigo,Mwanza,25,Male,Prepaid,1 Month,16,16476.94,7.11,3064,2,1,Mobile Money,DSL,VPN,No,1,No
9216,Tigo,Zanzibar,38,Male,Postpaid,6 Months,49,8531.5,86.86,1835,8,4,Cash,DSL,VPN,No,0,No
9701,Vodacom,Dar es Salaam,42,Female,Prepaid,6 Months,58,5119.18,44.22,1020,7,6,Cash,None,Cloud Storage,No,1,No
3101,Vodacom,Arusha,20,Female,Prepaid,1 Month,41,13107.37,89.18,2643,8,5,Mobile Money,DSL,VPN,No,0,Yes
5183,Halotel,Arusha,25,Female,Prepaid,6 Months,48,6492.34,32.88,2181,9,4,Credit Card,None,Cloud Storage,No,0,Yes
9108,Airtel,Dodoma,44,Female,Postpaid,12 Months,10,25351.13,72.44,859,4,0,Mobile Money,DSL,Cloud Storage,No,1,No
2681,Halotel,Mwanza,22,Male,Prepaid,1 Month,44,38576.49,69.01,2513,7,1,Cash,Fiber,VPN,Yes,0,Yes
4670,Airtel,Dodoma,56,Male,Prepaid,12 Months,4,28432.67,34.61,3689,7,4,Cash,Mobile Data,None,Yes,0,No
9343,Halotel,Tanga,53,Male,Prepaid,1 Month,12,21310.46,88.78,3289,7,1,Cash,None,VPN,No,0,No
11798,Vodacom,Kilimanjaro,29,Female,Prepaid,24 Months,40,40427.99,4.34,305,6,9,Bank Transfer,Broadband,None,No,4,No
11159,Vodacom,Tabora,59,Male,Prepaid,6 Months,46,6109.43,61.95,3099,2,1,Cash,None,None,No,4,No
11006,Airtel,Geita,68,Female,Prepaid,1 Month,21,36323.3,81.96,3764,9,1,Cash,Broadband,Cloud Storage,No,3,No
4103,Halotel,Arusha,39,Female,Postpaid,24 Months,18,26805.56,97.14,1953,9,0,Cash,Fiber,Cloud Storage,No,1,No
6916,Airtel,Zanzibar,32,Male,Postpaid,1 Month,17,14364.1,0.99,1929,1,5,Mobile Money,DSL,Cloud Storage,No,2,Yes
3151,Halotel,Mwanza,36,Female,Prepaid,1 Month,27,47082.61,2.25,3747,7,3,Bank Transfer,Mobile Data,Streaming,No,0,No
3660,Vodacom,Zanzibar,29,Male,Prepaid,1 Month,19,44798.02,90.78,4305,1,5,Bank Transfer,Mobile Data,Streaming,No,1,No
1450,Halotel,Tanga,64,Male,Postpaid,24 Months,5,19506.79,5.46,1768,4,2,Mobile Money,DSL,None,Yes,1,No
